Scene,Character,Line
1785,phoebe,"What am I gonna do?! What am I gonna do?! I can’t call my office they’ll kill me! I can’t call my clients they’ll kill themselves! Great, now my chest hearts."
1785,monica,What?!
1785,phoebe,"My chest hurts! Oh, and now I-I can’t breathe."
1785,chandler,"Phoebe, are you having a heart attack?!"
1785,phoebe,"Oh, if I were, would-would I have shooting pains up and down my left arm?"
1785,monica,Yes!!
1785,phoebe,Then yes that is what I’m having.
1785,monica,Oh my God!
1786,ross,"Come on Pheebs, it’s not that bad! Y’know most people would be excited if they didn’t have to work for a couple of weeks."
1786,phoebe,"Most people don’t like their jobs, I love my job! I have not been working for three hours and I’m already going crazy. I miss Joan."
1786,monica,"Honey, having a heart attack is nature’s way of telling you to slow it down."
1786,chandler,"I always thought having a heart attack was nature’s way of telling you to die! But you’re not gonna die. I mean, you are going to die, but you’re not gonna die today. I wish I was dead."
1786,monica,Let’s take a walk.
1786,phoebe,So what’s going on with you?
1786,ross,"Well umm, I’ve been doing a lot more of my kara-tay."
1786,phoebe,Still going through that dry spell with Carol?
1786,ross,Yeah.
1786,phoebe,How long has it been since you had sex?
1786,ross,"Well, last weekend…"
1786,phoebe,Oh that’s not so bad.
1786,ross,…will be two months…
1786,phoebe,That is.
1786,ross,…since I stopped trying.
1786,phoebe,Maybe you need to spice things up a little.
1786,ross,What-what do you mean?
1786,phoebe,"I don’t know. You could tie her up, she could tie you up; you could eat stuff off each other…"
1786,ross,Oh.
1786,phoebe,"Y’know, dirty talk, ménage à trois, toys…"
1786,ross,Wow!
1786,phoebe,Roll playing… You could be the warden; she could be the prisoner. You could be the pirate; she could be the wench!
1786,ross,"Okay, I think I got it."
1786,phoebe,"Yeah! Or too, you could be two stockbrokers and you’re-you’re-you’re rolling around naked on the trading floor and everybody’s watching! It never happened."
1787,monica,Sorry. So how’s it going with Joey?
1787,chandler,"Oh just great. He beeps me now with codes. One is, ""Bring me food."" Two is, ""I’m with a girl, bring us food."" Three is, ""I’m lost and I can’t find food."""
1787,joey,"Hey! Is uh, is she gonna be all right?"
1787,monica,Yeah! She’s right in there!
1787,joey,"Oh great. Hey! Go take off those pants, they look ready!"
1788,joey,"All right, and over there is Brady’s Pub where I like to unwind after a long day of surgeoning."
1788,rachel,Wow! This is so amazing! What else? What else?
1788,joey,"Well, that is a large piece of television equipment. And uh that is an old man! Hey old man!"
1788,rachel,Hey!
1788,joey,"All righty, what do you say we head back to my place?"
1788,rachel,"Wow! Umm, y’know, I-I would really love to, but I-I shouldn’t."
1788,joey,"Why? Why can’t the world stop turning, just for a moment? Just for us?"
1788,rachel,Isn’t that a line from the show?!
1788,joey,"Uh, yeah but uh, I may have said those things before but, I never truly meant them. Until now."
1788,rachel,That’s a line from the show too!
1788,joey,"Okay, you watch too much TV."
1788,joey,Thanks!
1788,chandler,Yeah?
1788,joey,"I thought we talked about this. I don’t like pulp. No pulp. Pulp isn’t juice. All juice, okay?"
1788,chandler,"I’m sorry, I guess I just like the pulp."
1788,joey,"Oh my God, I’m sorry, I’m being so rude. Rachel, would like a soda or something? Because Chandler would run right out and get it."
1788,rachel,"Yeah sure, iced tea would be great."
1788,joey,Iced tea.
1788,chandler,"Okay, anything for you sir?"
1788,joey,Did I not just tell him?
1788,rachel,"Yes, you did."
1788,joey,"You’re gonna throw that juice at me, aren’t ya?"
1788,chandler,It’s not all juice!
1789,ross,"So honey, this morning was fun, huh? Me hopping in on you in the shower there."
1789,carol,Yeah! And maybe someday we could get a place with two bathrooms.
1789,ross,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little."
1789,carol,What do you mean?
1789,ross,Carol our sex life is—it’s just not working…
1789,ross,"Hey there little fella! Hey, uh-hey, why don’t we get some shoes on ya, huh? Hey, why don’t you show dad how you can put your shoes on, in your room! Yay!!"
1789,ben,Yay!
1789,ross,"Yay! Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things. Y’know? For fun?"
1789,carol,Like what?
1789,ross,"Well I don’t know umm, Umm, we could, we could have a threesome."
1789,carol,I love that idea!
1790,chandler,Who sold a story to Archie Comics?!
1790,monica,Oh my God! That’s great! Oh wow! You’re a published writer! I wish I had a present for you!
1790,chandler,Aww.
1790,monica,Wait a minute! My last Kit-Kat bar!
1790,chandler,You wanna share it?
1790,monica,Okay!!
1790,joey,"Hey! Hey Chandler look, I know you’re mad, but I just want to say I’m sorry. I-I was a total jerk. Completely o-over the line. Uh, I just I hate pulp! Y’know? I mean, y’know how Monica feels about low fat mayonnaise?"
1790,monica,It’s not mayonnaise!!
1790,joey,"Yeah, o-o-o-o-okay anyway, I just wanted to say I’m sorry. Here."
1790,chandler,What’s this?
1790,joey,"Fresh squeezed orange juice, with pulp! Just the way you like it."
1790,chandler,"Aww, thanks man."
1790,monica,"Hey Joey, Chandler sold a story to Archie Comics!"
1790,joey,Oh my God! That’s great! Congratulations! What’s the story?!
1790,chandler,"Oh you wouldn’t uh, care. It’s just a stupid comic book story."
1790,joey,Are you kidding me?! I love Archie! And the whole gang!
1790,chandler,"Well uh, Archie needs money to fix his jalopy , uh but he doesn’t want Reggie to just give him the money. So Reggie hires him as his assist—as his butler. And then makes him do all these crazy things like bring him milkshakes that can’t have lumps in them."
1790,joey,Wait a minute. That sounds a little familiar! Did they already do that one? ‘Cause I think I read it!
1791,rachel,"Oh Mon, listen I have to ask! Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?"
1791,monica,"Yeah, a lot. A lot, a lot!"
1791,rachel,"Ohh! And I’m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!"
1791,monica,"Well, y’know it’s none of my business, but aren’t you married?"
1791,rachel,Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!
1791,monica,"Well, you’re not."
1791,rachel,"Oh, it’s so easy for you I mean, you’re not married, you get to have sex with who ever you want!"
1791,monica,Yeah I can!
1791,rachel,"Monica. You’ve, you’ve done it right?"
1791,monica,"Of course I have! What do you think, I’m some 30 year old virgin?"
1791,rachel,Oh my God! You’re a 30 year old virgin!
1791,monica,"Say it louder, I don’t think the guy all the way in the back heard you!"
1791,guy all the way in the back,"Yeah, I heard it."
1791,monica,"It’s not like, I haven’t any opportunities. I mean, y’know, I’m just waiting for the perfect guy. I’m seeing this guy Roger, all right? He’s not perfect, but umm, I think maybe I should just get it over with. Y’know, give him my flower."
1791,rachel,"Oh my God!! Do it!! Honey, you’ve waited long enough!!"
1791,monica,Y’know what? You are right?!
1791,rachel,"Yes!! I mean sex does not have to be a big deal! There shouldn’t be all this rules and restrictions! Y’know, people should be able to sleep with who ever they want, whenever…"
1791,monica,Rachel! I’m never gonna think it’s okay for you to cheat on your husband!
1791,rachel,Oh what do you know? Virgin!
1792,monica,"Phoebe, why is smoke coming out of the bathroom?!"
1792,phoebe,"Oh yeah, the doctor said that could be one of the side effects."
1792,monica,Phoebe! Put that cigarette out!
1792,phoebe,No! It’s not a cigarette! The smoke is coming out of me!
1792,monica,Put it out!!
1792,phoebe,Okay! Okay! I’m so glad you’re here.
1792,ross,Come on. I got it.
1792,phoebe,"Oh, give it to me."
1792,ross,I got it!
1792,phoebe,Give it!
1792,phoebe,Was it my work? Were they mad? Was it Jack? Did he yell?!
1792,ross,"J-j-just relax, nobody yelled. Jack just was calling to make sure that you were getting better."
1792,phoebe,Thank God.
1792,ross,"Yeah, she’s fired."
1793,nurse,You’ve done all you can Dr. Wesley. You have got to let her go.
1793,dr. wesley,"Good-bye and God speed, Hope Brady."
1793,dr. drake remoray,Not so fast Wesley!
1793,dr. wesley,Remoray!
1793,dr. drake remoray,"That’s right Wesley! I just stopped by to say that, you’re not a real doctor! And that woman’s brain, is fine!"
1793,rachel,Oh! Thank God!
1793,dr. drake remoray,Hope! Hope!
1793,hope,Drake!
1793,dr. drake remoray,"You’re not dying Hope, you’re gonna live a long, healthy life. With me."
1793,hope,Oh Drake.
1793,rachel,"Okay! Hi, Joey! It’s Rachel! Umm, I am free tomorrow night. Yeah, sure, sure I can bring some sandwiches."
1794,ross,"So honey this uh, this threesome thing umm, I mean how-how are you gonna start to find…"
1794,carol,"Ooh, actually I’ve been making a list of all the women I know who might be into doing this!"
1794,ross,Oh.
1794,carol,"Yeah. Ooh, and I know Gail Rosten is in there twice, but she is so…"
1794,ross,"Oh, I know. Y’know, just-just talking about it is getting me kinda…"
1794,carol,"Oh, me too."
1794,ross,"Yeah? Well, I-I think Ben’s asleep."
1794,carol,"Oh umm, y’know I think it would be better if we just save it."
1794,ross,Yeah. Right. Save it. I can do that.
1795,ross,"Hey, Pheebs!"
1795,phoebe,Hey.
1795,ross,"Hey, how’s it going?"
1795,phoebe,"Well, I’ve got to get out of this bed, I’m going crazy here. Crazy!"
1795,monica,Here you go sweetie.
1795,phoebe,"What the hell is this, herbal tea? I hate herbal tea!"
1795,monica,"But, I put some honey in it."
1795,ross,"She doesn’t know she was fired yet, does she?"
1795,chandler,"No, the doctors say it may kill her."
1795,phoebe,What are you two girls whispering about over there?!
1795,chandler,But I think we should tell her.
1795,ross,"Hey Pheebs, maybe this whole heart attack thing is a sign, that-that you should start think about getting a different job."
1795,phoebe,"Okay, what is this? A stupid contest? Because we got a winner here!"
1795,chandler,"Listen Phoebe, he’s right. People are not supposed to have heart attacks at 31."
1795,phoebe,"I know! But if I didn’t work there, what else would I do?"
1795,monica,"Well, you used to like playing the guitar."
1795,phoebe,Yeah that was lucrative! Smart like your brother!
1795,chandler,"Uh, what about y’know the massage thing? That never gave you a heart attack."
1795,phoebe,"Hmm, pulling in a salary in the high six figures or rubbing gross naked people for chump change—ooh, what do I do?! What will I do?!"
1796,rachel,"Ohh, I mean it’s just so realistic!"
1796,joey,"I know. Yeah, his name is Pat."
1796,rachel,Pat the dog. Oh! Oh! I get it!!
1796,joey,"Do you uh, do you—ready for a refill?"
1796,rachel,"Oh, I probably shouldn’t—so I will! Oh! Wow! It’s like it’s raining!"
1796,joey,"Pretty cool, huh? But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong."
1796,rachel,"Umm, can I use your bathroom?"
1796,joey,"It’s uh, right through there."
1796,rachel,"Okay. God y’know, if someone told me a week ago that I would be peeing in Joey Tribbiani’s apartment…"
1796,joey,"Yeah, life’s pretty great isn’t it?"
1796,rachel,"Yeah, it sure is!"
1797,monica,"I hope you’re hungry, we’re starting with oysters. And y’know what they say about oysters, don’t you?"
1797,dr. roger,They have parasites?
1797,monica,"No! Umm well, some people say that Oysters are an aphrodisiac."
1797,dr. roger,What people?
1797,monica,People! People say it! Come here!
1797,dr. roger,"So oysters, huh?"
1797,monica,"And then we’re gonna have a little Middle Eastern cous-cous. Something we can eat, with our hands."
1797,dr. roger,"Y’know, it’s funny, but when we were studying communicable diseases…"
1797,monica,"No-no-no, no! It’s sensual!"
1797,dr. roger,Ohh! Didn’t know! Okay!
1797,monica,Okay! Ohhh no!
1797,dr. roger,"I’m sorry sweetie, it’s the hospital. The food looks great, maybe save me some?"
1797,monica,I can’t promise anything.
1798,ross,"We’re really gonna do this, huh?"
1798,carol,Looks like it.
1798,ross,"Y’know, if, if this is too weird for you, we can still back out at…"
1798,carol,I got it!
1798,ross,Okay.
1798,susan,Hey!
1798,carol,Thank you so much for coming.
1798,susan,"Oh, I wouldn’t miss it for the world."
1798,ross,I’m-I’m Ross by the way.
1798,susan,I love what you’ve done with this space.
1798,carol,Thank you so much.
